fitur_kata,tf_0,tf_1,tf_2,tf_3,tf_4,tf_5,tf_6,tf_7,tf_8,tf_9,tf_10,tf_11,tf_12,tf_13,tf_14,tf_15,tf_16,tf_17,tf_18,tf_19,tf_20,tf_21,tf_22,tf_23,tf_24,tf_25,tf_26,tf_27,tf_28,tf_29,tf_30,tf_31,wtf_0,wtf_1,wtf_2,wtf_3,wtf_4,wtf_5,wtf_6,wtf_7,wtf_8,wtf_9,wtf_10,wtf_11,wtf_12,wtf_13,wtf_14,wtf_15,wtf_16,wtf_17,wtf_18,wtf_19,wtf_20,wtf_21,wtf_22,wtf_23,wtf_24,wtf_25,wtf_26,wtf_27,wtf_28,wtf_29,wtf_30,wtf_31,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31
i,1,4,0,0,0,2,1,0,1,0,0,0,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,0.0,1.3010299956639813,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.0,-0.3575885106595253,0.0,0.0,-0.7108786176851729,0.0,0.0,0.0,-0.7323133274712426,-0.7342396044354551,-0.3134453704264141,-0.41043978621034655,-0.1981317040323629,-0.18155777386278632,0.0,0.0,0.0,0.0,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t,1,6,0,0,0,1,1,5,2,1,0,0,2,2,1,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1.0,1.7781512503836436,0.0,0.0,0.0,1.0,1.0,1.6989700043360187,1.3010299956639813,1.0,0.0,0.0,1.3010299956639813,1.3010299956639813,1.0,0.0,1.3010299956639813,1.0,0.0,0.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,0.0,0.0,0.0,-0.2748503200166648,0.0,-0.44991753790676725,-0.9248744048845575,-0.26740641875290416,0.0,0.0,-0.9527616052645864,-0.9552677493749835,-0.3134453704264141,0.0,-0.1981317040323629,-0.18155777386278632,0.0,0.0,-0.6885244305694252,-0.2812606870550129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b,1,10,1,2,0,3,1,1,5,1,1,1,4,4,0,1,0,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,1.0,2.0,1.0,1.3010299956639813,0.0,1.4771212547196624,1.0,1.0,1.6989700043360187,1.0,1.0,1.0,1.6020599913279625,1.6020599913279625,0.0,1.0,0.0,1.0,0.0,1.0,1.4771212547196624,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.207744216806111,-0.15320490008428433,-0.19132644110038227,0.0,-0.40598724956311666,0.0,-0.2648178230095365,-1.2077614481709613,-0.26740641875290416,0.2076083105017461,-0.03462845662532038,-1.1732098830579303,-1.1762958943145119,0.0,-0.41043978621034655,0.0,-0.18155777386278632,0.0,0.08354605145007492,-0.6885244305694252,0.0,-0.048441803550404505,0.0,0.6350543887491722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y,1,22,0,3,1,3,1,4,5,4,1,2,10,10,2,4,1,4,4,1,6,2,1,0,0,1,0,0,0,0,0,0,1.0,2.342422680822206,0.0,1.4771212547196624,1.0,1.4771212547196624,1.0,1.6020599913279625,1.6989700043360187,1.6020599913279625,1.0,1.3010299956639813,2.0,2.0,1.3010299956639813,1.6020599913279625,1.0,1.6020599913279625,1.6020599913279625,1.0,1.7781512503836436,1.3010299956639813,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5857350634503464,0.0,-0.2172220115455623,0.4854522473397139,-0.40598724956311666,0.0,-0.42425403923414795,-1.2077614481709613,-0.42840112490831916,0.2076083105017461,-0.04505266077309094,-1.4646266549424851,-1.4684792088709102,-0.4078018289267726,-0.6575491603367986,-0.15228834438305652,-0.29086644562013964,-0.24739646902888077,0.08354605145007492,-0.8288422993202852,-0.36592859045963183,-0.048441803550404505,0.0,0.0,0.6925039620867871,0.0,0.0,0.0,0.0,0.0,0.0
j,1,44,3,8,1,9,1,6,17,9,1,2,21,21,2,12,6,7,3,2,16,8,3,0,1,0,0,0,0,0,0,0,1.0,2.6434526764861874,1.4771212547196624,1.9030899869919435,1.0,1.9542425094393248,1.0,1.7781512503836436,2.230448921378274,1.9542425094393248,1.0,1.3010299956639813,2.3222192947339195,2.3222192947339195,1.3010299956639813,2.079181246047625,1.7781512503836436,1.845098040014257,1.4771212547196624,1.3010299956639813,2.204119982655925,1.9030899869919435,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9180336794565083,-0.22630221424169858,-0.27986398124442696,0.4854522473397139,-0.5371241791095686,0.0,-0.47088614310828175,-1.5855784460467723,-0.5225769908238583,0.2076083105017461,-0.04505266077309094,-1.7005921388445187,-1.7050653763778145,-0.4078018289267726,-0.8533787061203492,-0.27079170998358687,-0.3349918927035787,-0.22810293292590267,0.10869591895583372,-1.0273973454216392,-0.5352643972688695,-0.0715544176412569,0.0,0.4881166390211256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f,1,8,0,0,0,0,1,2,3,2,0,1,3,3,1,3,1,0,2,1,4,1,1,0,0,0,0,0,0,0,0,0,1.0,1.9030899869919435,0.0,0.0,0.0,0.0,1.0,1.3010299956639813,1.4771212547196624,1.3010299956639813,0.0,1.0,1.4771212547196624,1.4771212547196624,1.0,1.4771212547196624,1.0,0.0,1.3010299956639813,1.0,1.6020599913279625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,0.0,0.0,0.0,0.0,0.0,-0.3445359311218422,-1.0500539157085018,-0.34790377183061166,0.0,-0.03462845662532038,-1.0817155811222527,-1.084560925768568,-0.3134453704264141,-0.6062693319938971,-0.15228834438305652,0.0,-0.20091022107176384,0.08354605145007492,-0.7467616079199193,-0.2812606870550129,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w,1,8,1,1,0,1,1,1,4,1,0,2,3,3,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.9030899869919435,1.0,1.0,0.0,1.0,1.0,1.0,1.6020599913279625,1.0,0.0,1.3010299956639813,1.4771212547196624,1.4771212547196624,1.0,0.0,0.0,1.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,-0.15320490008428433,-0.1470576710283599,0.0,-0.2748503200166648,0.0,-0.2648178230095365,-1.1388701920839421,-0.26740641875290416,0.0,-0.04505266077309094,-1.0817155811222527,-1.084560925768568,-0.3134453704264141,0.0,0.0,-0.18155777386278632,-0.15442397311464692,0.0,-0.6064437391690592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q,1,16,1,0,0,2,1,0,7,1,1,0,7,7,3,4,3,1,2,0,4,2,5,0,2,0,0,0,0,0,0,0,1.0,2.204119982655925,1.0,0.0,0.0,1.3010299956639813,1.0,0.0,1.845098040014257,1.0,1.0,0.0,1.845098040014257,1.845098040014257,1.4771212547196624,1.6020599913279625,1.4771212547196624,1.0,1.3010299956639813,0.0,1.6020599913279625,1.3010299956639813,1.6989700043360187,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4330665724277023,-0.15320490008428433,0.0,0.0,-0.3575885106595253,0.0,0.0,-1.3116407441789568,-0.26740641875290416,0.2076083105017461,0.0,-1.3511898851935082,-1.3547440550447014,-0.46299681885033417,-0.6575491603367986,-0.2249483503342805,-0.18155777386278632,-0.20091022107176384,0.0,-0.7467616079199193,-0.36592859045963183,-0.08230117118807531,0.0,0.6350543887491722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x,1,28,4,0,1,3,1,3,15,6,0,1,13,13,3,4,3,2,4,2,12,7,6,0,0,0,0,0,0,0,0,0,1.0,2.4471580313422194,1.6020599913279625,0.0,1.0,1.4771212547196624,1.0,1.4771212547196624,2.1760912590556813,1.7781512503836436,0.0,1.0,2.113943352306837,2.113943352306837,1.4771212547196624,1.6020599913279625,1.4771212547196624,1.3010299956639813,1.6020599913279625,1.3010299956639813,2.079181246047625,1.845098040014257,1.7781512503836436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7013494956532065,-0.2454434409004299,0.0,0.4854522473397139,-0.40598724956311666,0.0,-0.391168034995976,-1.5469367461942902,-0.47548905786608875,0.0,-0.03462845662532038,-1.548068890413533,-1.5521409307967318,-0.46299681885033417,-0.6575491603367986,-0.2249483503342805,-0.23621210974146298,-0.24739646902888077,0.10869591895583372,-0.9691601680711454,-0.5189535424182675,-0.0861368535539906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z,1,12,0,2,0,2,1,3,4,1,0,2,5,5,0,0,0,1,0,2,5,1,5,0,0,0,0,0,0,0,0,0,1.0,2.079181246047625,0.0,1.3010299956639813,0.0,1.3010299956639813,1.0,1.4771212547196624,1.6020599913279625,1.0,0.0,1.3010299956639813,1.6989700043360187,1.6989700043360187,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,1.6989700043360187,1.0,1.6989700043360187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2951501858266843,0.0,-0.19132644110038227,0.0,-0.3575885106595253,0.0,-0.391168034995976,-1.1388701920839421,-0.26740641875290416,0.0,-0.04505266077309094,-1.2441783771491413,-1.2474510639313818,0.0,0.0,0.0,-0.18155777386278632,0.0,0.10869591895583372,-0.7919338720855384,-0.2812606870550129,-0.08230117118807531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v,1,8,0,1,0,3,1,2,3,1,0,1,3,3,1,2,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1.0,1.9030899869919435,0.0,1.0,0.0,1.4771212547196624,1.0,1.3010299956639813,1.4771212547196624,1.0,0.0,1.0,1.4771212547196624,1.4771212547196624,1.0,1.3010299956639813,0.0,1.0,0.0,1.0,1.3010299956639813,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,0.0,-0.1470576710283599,0.0,-0.40598724956311666,0.0,-0.3445359311218422,-1.0500539157085018,-0.26740641875290416,0.0,-0.03462845662532038,-1.0817155811222527,-1.084560925768568,-0.3134453704264141,-0.5339944732735725,0.0,-0.18155777386278632,0.0,0.08354605145007492,-0.6064437391690592,-0.2812606870550129,-0.048441803550404505,0.438898616350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,0.0,0.0,0.0,-0.2748503200166648,0.0,0.0,-0.7108786176851729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18155777386278632,0.0,0.08354605145007492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,28,2,4,0,3,1,3,16,7,3,3,13,13,5,5,1,6,2,2,4,3,5,1,0,0,0,0,0,0,0,0,1.0,2.4471580313422194,1.3010299956639813,1.6020599913279625,0.0,1.4771212547196624,1.0,1.4771212547196624,2.204119982655925,1.845098040014257,1.4771212547196624,1.4771212547196624,2.113943352306837,2.113943352306837,1.6989700043360187,1.6989700043360187,1.0,1.7781512503836436,1.3010299956639813,1.3010299956639813,1.6020599913279625,1.4771212547196624,1.6989700043360187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7013494956532065,-0.19932417049235712,-0.23559521117240462,0.0,-0.40598724956311666,0.0,-0.391168034995976,-1.5668617664827114,-0.4933910591282151,0.30666264809856847,-0.05115042929939865,-1.548068890413533,-1.5521409307967318,-0.5325342823524698,-0.6973248853574671,-0.15228834438305652,-0.3228371826109843,-0.20091022107176384,0.10869591895583372,-0.7467616079199193,-0.41545613896601497,-0.08230117118807531,0.438898616350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,20,2,3,0,6,1,4,6,2,0,2,9,9,1,3,2,2,1,2,7,2,3,1,0,1,0,0,0,0,0,0,1.0,2.3010299956639813,1.3010299956639813,1.4771212547196624,0.0,1.7781512503836436,1.0,1.6020599913279625,1.7781512503836436,1.3010299956639813,0.0,1.3010299956639813,1.9542425094393248,1.9542425094393248,1.0,1.4771212547196624,1.3010299956639813,1.3010299956639813,1.0,1.3010299956639813,1.845098040014257,1.3010299956639813,1.4771212547196624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.540042832812273,-0.19932417049235712,-0.2172220115455623,0.0,-0.48872544020597714,0.0,-0.42425403923414795,-1.2640497029078863,-0.34790377183061166,0.0,-0.04505266077309094,-1.4311178347732632,-1.4348822471016809,-0.3134453704264141,-0.6062693319938971,-0.1981317040323629,-0.23621210974146298,-0.15442397311464692,0.10869591895583372,-0.8600479299085589,-0.36592859045963183,-0.0715544176412569,0.438898616350944,0.0,0.6925039620867871,0.0,0.0,0.0,0.0,0.0,0.0
,1,38,4,2,1,5,1,10,15,2,4,5,18,19,8,10,3,2,4,1,10,3,6,0,1,2,0,0,0,0,0,0,1.0,2.57978359661681,1.6020599913279625,1.3010299956639813,1.0,1.6989700043360187,1.0,2.0,2.1760912590556813,1.3010299956639813,1.6020599913279625,1.6989700043360187,2.255272505103306,2.278753600952829,1.9030899869919435,2.0,1.4771212547196624,1.3010299956639813,1.6020599913279625,1.0,2.0,1.4771212547196624,1.7781512503836436,0.0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.847751158021016,-0.2454434409004299,-0.19132644110038227,0.4854522473397139,-0.46696244939046916,0.0,-0.529635646019073,-1.5469367461942902,-0.34790377183061166,0.3326009681220403,-0.0588327091028702,-1.6515661125666068,-1.673151142569474,-0.5965147459274894,-0.8208795724206931,-0.2249483503342805,-0.23621210974146298,-0.24739646902888077,0.08354605145007492,-0.9322517408363985,-0.41545613896601497,-0.0861368535539906,0.0,0.4881166390211256,0.9009684267910625,0.0,0.0,0.0,0.0,0.0,0.0
,1,48,3,2,1,5,1,3,20,5,2,4,23,23,3,14,9,4,8,4,13,15,2,0,4,0,0,0,0,0,0,0,1.0,2.681241237375587,1.4771212547196624,1.3010299956639813,1.0,1.6989700043360187,1.0,1.4771212547196624,2.3010299956639813,1.6989700043360187,1.3010299956639813,1.6020599913279625,2.361727836017593,2.361727836017593,1.4771212547196624,2.146128035678238,1.9542425094393248,1.6020599913279625,1.9030899869919435,1.6020599913279625,2.113943352306837,2.1760912590556813,1.3010299956639813,0.0,1.6020599913279625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.959747417839007,-0.22630221424169858,-0.19132644110038227,0.4854522473397139,-0.46696244939046916,0.0,-0.391168034995976,-1.6357530225697303,-0.4543154844281008,0.2701046393118932,-0.05547686492086149,-1.7295247701755008,-1.7340741121017609,-0.46299681885033417,-0.8808563321438071,-0.29760835628550447,-0.29086644562013964,-0.29388271698599766,0.13384578646159254,-0.9853636851087904,-0.612048922616409,-0.0630242394631382,0.0,0.7819921384772187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,22,6,2,0,12,1,5,7,6,1,1,10,10,5,10,2,1,1,3,5,3,1,0,1,0,1,1,0,0,0,0,1.0,2.342422680822206,1.7781512503836436,1.3010299956639813,0.0,2.079181246047625,1.0,1.6989700043360187,1.845098040014257,1.7781512503836436,1.0,1.0,2.0,2.0,1.6989700043360187,2.0,1.3010299956639813,1.0,1.0,1.4771212547196624,1.6989700043360187,1.4771212547196624,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.5857350634503464,-0.2724214846497714,-0.19132644110038227,0.0,-0.5714636308488377,0.0,-0.44991753790676725,-1.3116407441789568,-0.47548905786608875,0.2076083105017461,-0.03462845662532038,-1.4646266549424851,-1.4684792088709102,-0.5325342823524698,-0.8208795724206931,-0.1981317040323629,-0.18155777386278632,-0.15442397311464692,0.12340764834480814,-0.7919338720855384,-0.41545613896601497,-0.048441803550404505,0.0,0.4881166390211256,0.0,0.8068754016455384,2.5228787452803374,0.0,0.0,0.0,0.0
,1,4,0,0,0,1,1,1,2,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,0.0,1.0,1.0,1.0,1.3010299956639813,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.0,-0.2748503200166648,0.0,-0.2648178230095365,-0.9248744048845575,-0.26740641875290416,0.0,0.0,-0.7323133274712426,-0.7342396044354551,0.0,-0.41043978621034655,-0.15228834438305652,-0.18155777386278632,-0.15442397311464692,0.0,-0.46612587041819925,0.0,-0.048441803550404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,4,0,0,0,0,1,0,3,2,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.6020599913279625,0.0,0.0,0.0,0.0,1.0,0.0,1.4771212547196624,1.3010299956639813,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.768469340415379,0.0,0.0,0.0,0.0,0.0,0.0,-1.0500539157085018,-0.34790377183061166,0.0,-0.03462845662532038,-0.7323133274712426,-0.7342396044354551,0.0,-0.41043978621034655,0.0,-0.18155777386278632,0.0,0.0,-0.46612587041819925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,32,3,3,0,6,1,5,12,4,0,3,15,15,2,1,6,2,3,1,6,0,2,1,0,0,0,0,0,0,0,0,1.0,2.5051499783199063,1.4771212547196624,1.4771212547196624,0.0,1.7781512503836436,1.0,1.6989700043360187,2.079181246047625,1.6020599913279625,0.0,1.4771212547196624,2.1760912590556813,2.1760912590556813,1.3010299956639813,1.0,1.7781512503836436,1.3010299956639813,1.4771212547196624,1.0,1.7781512503836436,0.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.765365188433864,-0.22630221424169858,-0.2172220115455623,0.0,-0.48872544020597714,0.0,-0.44991753790676725,-1.478045490107271,-0.42840112490831916,0.0,-0.05115042929939865,-1.5935806308001517,-1.597772385264495,-0.4078018289267726,-0.41043978621034655,-0.27079170998358687,-0.23621210974146298,-0.22810293292590267,0.08354605145007492,-0.8288422993202852,0.0,-0.0630242394631382,0.438898616350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,6,1,0,0,1,1,0,4,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.7781512503836436,1.0,0.0,0.0,1.0,1.0,0.0,1.6020599913279625,1.3010299956639813,0.0,1.0,1.3010299956639813,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,-0.15320490008428433,0.0,0.0,-0.2748503200166648,0.0,0.0,-1.1388701920839421,-0.34790377183061166,0.0,-0.03462845662532038,-0.9527616052645864,-0.9552677493749835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6350543887491722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.3010299956639813,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,-0.15320490008428433,0.0,0.0,0.0,0.0,0.0,-0.7108786176851729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08354605145007492,-0.46612587041819925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.3010299956639813,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4361707244092172,-0.15320490008428433,0.0,0.0,-0.2748503200166648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4078018289267726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4881166390211256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,38,6,15,2,1,1,1,10,3,0,5,18,18,2,19,0,2,4,1,7,8,0,1,3,1,0,0,1,0,0,0,1.0,2.57978359661681,1.7781512503836436,2.1760912590556813,1.3010299956639813,1.0,1.0,1.0,2.0,1.4771212547196624,0.0,1.6989700043360187,2.255272505103306,2.255272505103306,1.3010299956639813,2.278753600952829,0.0,1.3010299956639813,1.6020599913279625,1.0,1.845098040014257,1.9030899869919435,0.0,1.0,1.4771212547196624,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.847751158021016,-0.2724214846497714,-0.3200109125018999,0.631587935251458,-0.2748503200166648,0.0,-0.2648178230095365,-1.4217572353703458,-0.39499170478838125,0.0,-0.0588327091028702,-1.6515661125666068,-1.6559103920412093,-0.4078018289267726,-0.9352911408011364,0.0,-0.23621210974146298,-0.24739646902888077,0.08354605145007492,-0.8600479299085589,-0.5352643972688695,0.0,0.438898616350944,0.7210074622804296,0.6925039620867871,0.0,0.0,1.585026652029182,0.0,0.0,0.0
,1,6,2,0,0,2,1,0,5,0,1,2,2,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1.0,1.7781512503836436,1.3010299956639813,0.0,0.0,1.3010299956639813,1.0,0.0,1.6989700043360187,0.0,1.0,1.3010299956639813,1.3010299956639813,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9628515698205224,-0.19932417049235712,0.0,0.0,-0.3575885106595253,0.0,0.0,-1.2077614481709613,0.0,0.2076083105017461,-0.04505266077309094,-0.9527616052645864,-0.9552677493749835,-0.3134453704264141,0.0,0.0,0.0,0.0,0.0,-0.46612587041819925,-0.36592859045963183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,20,4,0,1,3,1,3,4,3,3,3,9,9,3,4,7,4,0,0,7,4,0,1,0,0,0,0,0,0,0,0,1.0,2.3010299956639813,1.6020599913279625,0.0,1.0,1.4771212547196624,1.0,1.4771212547196624,1.6020599913279625,1.4771212547196624,1.4771212547196624,1.4771212547196624,1.9542425094393248,1.9542425094393248,1.4771212547196624,1.6020599913279625,1.845098040014257,1.6020599913279625,0.0,0.0,1.845098040014257,1.6020599913279625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.540042832812273,-0.2454434409004299,0.0,0.4854522473397139,-0.40598724956311666,0.0,-0.391168034995976,-1.1388701920839421,-0.39499170478838125,0.30666264809856847,-0.05115042929939865,-1.4311178347732632,-1.4348822471016809,-0.46299681885033417,-0.6575491603367986,-0.2809869257381938,-0.29086644562013964,0.0,0.0,-0.8600479299085589,-0.4505964938642507,0.0,0.438898616350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,10,2,2,0,3,1,0,5,0,2,1,4,4,0,3,0,1,1,0,3,2,0,0,1,0,0,0,0,0,0,0,1.0,2.0,1.3010299956639813,1.3010299956639813,0.0,1.4771212547196624,1.0,0.0,1.6989700043360187,0.0,1.3010299956639813,1.0,1.6020599913279625,1.6020599913279625,0.0,1.4771212547196624,0.0,1.0,1.0,0.0,1.4771212547196624,1.3010299956639813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.207744216806111,-0.19932417049235712,-0.19132644110038227,0.0,-0.40598724956311666,0.0,0.0,-1.2077614481709613,0.0,0.2701046393118932,-0.03462845662532038,-1.1732098830579303,-1.1762958943145119,0.0,-0.6062693319938971,0.0,-0.18155777386278632,-0.15442397311464692,0.0,-0.6885244305694252,-0.36592859045963183,0.0,0.0,0.4881166390211256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1,8,0,1,1,1,1,0,4,1,1,0,3,3,2,2,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1.0,1.9030899869919435,0.0,1.0,1.0,1.0,1.0,0.0,1.6020599913279625,1.0,1.0,0.0,1.4771212547196624,1.4771212547196624,1.3010299956639813,1.3010299956639813,1.0,1.3010299956639813,1.3010299956639813,0.0,0.0,1.3010299956639813,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1007679564215405,0.0,-0.1470576710283599,0.4854522473397139,-0.2748503200166648,0.0,0.0,-1.1388701920839421,-0.26740641875290416,0.2076083105017461,0.0,-1.0817155811222527,-1.084560925768568,-0.4078018289267726,-0.5339944732735725,-0.15228834438305652,-0.23621210974146298,-0.20091022107176384,0.0,0.0,-0.36592859045963183,-0.0630242394631382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
