,rawContent,caseFolding,cleaning,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_normalized,tweet_tokens_stemmed
511,Geam nya seru bnget tapi maaf aku kasi bntang 4 karena sering ngeleg dan mb nya terlalu besar maaf banget ya ok itu saja perhatian saya semoga dilancarkan main gemnya,geam nya seru bnget tapi maaf aku kasi bntang 4 karena sering ngeleg dan mb nya terlalu besar maaf banget ya ok itu saja perhatian saya semoga dilancarkan main gemnya,geam nya seru bnget tapi maaf aku kasi bntang karena sering ngeleg dan mb nya terlalu besar maaf banget ya ok itu saja perhatian saya semoga dilancarkan main gemnya,"['geam', 'nya', 'seru', 'bnget', 'tapi', 'maaf', 'aku', 'kasi', 'bntang', 'karena', 'sering', 'ngeleg', 'dan', 'mb', 'nya', 'terlalu', 'besar', 'maaf', 'banget', 'ya', 'ok', 'itu', 'saja', 'perhatian', 'saya', 'semoga', 'dilancarkan', 'main', 'gemnya']",<FreqDist with 27 samples and 29 outcomes>,"['geam', 'seru', 'bnget', 'maaf', 'bntang', 'mb', 'maaf', 'banget', 'perhatian', 'semoga', 'dilancarkan', 'gemnya']","['geam', 'seru', 'bnget', 'maaf', 'bntang', 'mbak,', 'maaf', 'banget', 'perhatian', 'semoga', 'dilancarkan', 'gemnya']","['geam', 'seru', 'bnget', 'maaf', 'bntang', 'mbak', 'maaf', 'banget', 'perhati', 'moga', 'lancar', 'gemnya']"
512,Main lose streak kadang win streak,main lose streak kadang win streak,main lose streak kadang win streak,"['main', 'lose', 'streak', 'kadang', 'win', 'streak']",<FreqDist with 5 samples and 6 outcomes>,"['streak', 'streak']","['streak', 'streak']","['streak', 'streak']"
513,Tolong hilang kan seperti cheat yang bisa level 15 di erly game menghack akun yang lain dll saya rating 4 dulu bila sudah di perbaiki saya akan memberikan rating 5,tolong hilang kan seperti cheat yang bisa level 15 di erly game menghack akun yang lain dll saya rating 4 dulu bila sudah di perbaiki saya akan memberikan rating 5,tolong hilang kan seperti cheat yang bisa level di erly game menghack akun yang lain dll saya rating dulu bila sudah di perbaiki saya akan memberikan rating,"['tolong', 'hilang', 'kan', 'seperti', 'cheat', 'yang', 'bisa', 'level', 'di', 'erly', 'game', 'menghack', 'akun', 'yang', 'lain', 'dll', 'saya', 'rating', 'dulu', 'bila', 'sudah', 'di', 'perbaiki', 'saya', 'akan', 'memberikan', 'rating']",<FreqDist with 23 samples and 27 outcomes>,"['hilang', 'level', 'erly', 'menghack', 'akun', 'rating', 'perbaiki', 'rating']","['hilang', 'level', 'erly', 'menghack', 'akun', 'rating', 'perbaiki', 'rating']","['hilang', 'level', 'erly', 'menghack', 'akun', 'rating', 'baik', 'rating']"
514,Bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
515,Bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
516,Gamenya bagus kaya Agus,gamenya bagus kaya agus,gamenya bagus kaya agus,"['gamenya', 'bagus', 'kaya', 'agus']",<FreqDist with 4 samples and 4 outcomes>,"['gamenya', 'agus']","['gim,', 'agus']","['gim', 'agus']"
517,á€áŽ¬áŽ· á´áŽ¬á´áŽªá áŽ¥áŽ¥áŽ¥áŽ¥áŽ¥,á€áž¬áž· á´áž¬á´ážªá áž¥áž¥áž¥áž¥áž¥,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[]
518,Hehhh montoonn lu janggann update hero ama skinnn mluuuu playerrr luuu anjggggg masa gw glory ktmu bot kontolll update skin aaja bisa masa update player kaga bisa mmmmemek,hehhh montoonn lu janggann update hero ama skinnn mluuuu playerrr luuu anjggggg masa gw glory ktmu bot kontolll update skin aaja bisa masa update player kaga bisa mmmmemek,hehhh montoonn lu janggann update hero ama skinnn mluuuu playerrr luuu anjggggg masa gw glory ktmu bot kontolll update skin aaja bisa masa update player kaga bisa mmmmemek,"['hehhh', 'montoonn', 'lu', 'janggann', 'update', 'hero', 'ama', 'skinnn', 'mluuuu', 'playerrr', 'luuu', 'anjggggg', 'masa', 'gw', 'glory', 'ktmu', 'bot', 'kontolll', 'update', 'skin', 'aaja', 'bisa', 'masa', 'update', 'player', 'kaga', 'bisa', 'mmmmemek']",<FreqDist with 24 samples and 28 outcomes>,"['hehhh', 'montoonn', 'lu', 'janggann', 'hero', 'skinnn', 'mluuuu', 'playerrr', 'luuu', 'anjggggg', 'ktmu', 'kontolll', 'aaja', 'player', 'kaga', 'mmmmemek']","['hehhh', 'montoonn', 'kamu,', 'janggann', 'hero', 'skinnn', 'mluuuu', 'playerrr', 'luuu', 'anjggggg', 'ketemu,', 'kontolll', 'aaja', 'pengguna,', 'tidak,', 'mmmmemek']","['hehhh', 'montoonn', 'kamu', 'janggann', 'hero', 'skinnn', 'mluuuu', 'playerrr', 'luuu', 'anjggggg', 'ketemu', 'kontolll', 'aaja', 'guna', 'tidak', 'mmmmemek']"
519,Gamenya bagus tapi cepet ketemu musuh dan ada yang susah ada yang mudah,gamenya bagus tapi cepet ketemu musuh dan ada yang susah ada yang mudah,gamenya bagus tapi cepet ketemu musuh dan ada yang susah ada yang mudah,"['gamenya', 'bagus', 'tapi', 'cepet', 'ketemu', 'musuh', 'dan', 'ada', 'yang', 'susah', 'ada', 'yang', 'mudah']",<FreqDist with 11 samples and 13 outcomes>,"['gamenya', 'cepet', 'ketemu', 'susah', 'mudah']","['gim,', 'cepat,', 'ketemu', 'susah', 'mudah']","['gim', 'cepat', 'ketemu', 'susah', 'mudah']"
520,Seru,seru,seru,['seru'],<FreqDist with 1 samples and 1 outcomes>,['seru'],['seru'],['seru']
521,Game nya bagus kok cuma tolong ya moonton matchking nya di adilin lah masa kalo lagis stres di kasih tim bocah baru main,game nya bagus kok cuma tolong ya moonton matchking nya di adilin lah masa kalo lagis stres di kasih tim bocah baru main,game nya bagus kok cuma tolong ya moonton matchking nya di adilin lah masa kalo lagis stres di kasih tim bocah baru main,"['game', 'nya', 'bagus', 'kok', 'cuma', 'tolong', 'ya', 'moonton', 'matchking', 'nya', 'di', 'adilin', 'lah', 'masa', 'kalo', 'lagis', 'stres', 'di', 'kasih', 'tim', 'bocah', 'baru', 'main']",<FreqDist with 21 samples and 23 outcomes>,"['matchking', 'adilin', 'kalo', 'lagis', 'stres', 'tim', 'bocah']","['matchking', 'adilin', 'kalau,', 'lagis', 'stres', 'tim', 'bocah']","['matchking', 'adilin', 'kalau', 'lagis', 'stres', 'tim', 'bocah']"
522,"Game nya bagus banget,heronya juga banyak tapi banyak dark sistem dan teman dapat yg bot bot tolong diseimbangin","game nya bagus banget,heronya juga banyak tapi banyak dark sistem dan teman dapat yg bot bot tolong diseimbangin",game nya bagus banget heronya juga banyak tapi banyak dark sistem dan teman dapat yg bot bot tolong diseimbangin,"['game', 'nya', 'bagus', 'banget', 'heronya', 'juga', 'banyak', 'tapi', 'banyak', 'dark', 'sistem', 'dan', 'teman', 'dapat', 'yg', 'bot', 'bot', 'tolong', 'diseimbangin']",<FreqDist with 17 samples and 19 outcomes>,"['banget', 'heronya', 'dark', 'sistem', 'teman', 'diseimbangin']","['banget', 'heronya', 'dark', 'sistim,', 'teman', 'diseimbangin']","['banget', 'hero', 'dark', 'sistim', 'teman', 'diseimbangin']"
523,Mantul game nyA,mantul game nya,mantul game nya,"['mantul', 'game', 'nya']",<FreqDist with 3 samples and 3 outcomes>,['mantul'],['mantul'],['mantul']
524,Kadang suka bertemu tim yang tidak setier sama saya dan tidak adill dalam matchmakinnng dan tolong masukkan bahasa yang sedikit gaul dengan kehidupan sehari-hari agar lebih seruuuu,kadang suka bertemu tim yang tidak setier sama saya dan tidak adill dalam matchmakinnng dan tolong masukkan bahasa yang sedikit gaul dengan kehidupan sehari-hari agar lebih seruuuu,kadang suka bertemu tim yang tidak setier sama saya dan tidak adill dalam matchmakinnng dan tolong masukkan bahasa yang sedikit gaul dengan kehidupan sehari hari agar lebih seruuuu,"['kadang', 'suka', 'bertemu', 'tim', 'yang', 'tidak', 'setier', 'sama', 'saya', 'dan', 'tidak', 'adill', 'dalam', 'matchmakinnng', 'dan', 'tolong', 'masukkan', 'bahasa', 'yang', 'sedikit', 'gaul', 'dengan', 'kehidupan', 'sehari', 'hari', 'agar', 'lebih', 'seruuuu']",<FreqDist with 25 samples and 28 outcomes>,"['suka', 'bertemu', 'tim', 'setier', 'adill', 'matchmakinnng', 'masukkan', 'bahasa', 'gaul', 'kehidupan', 'sehari', 'seruuuu']","['suka', 'bertemu', 'tim', 'setier', 'adill', 'matchmakinnng', 'masukkan', 'bahasa', 'gaul', 'kehidupan', 'sehari', 'seruuuu']","['suka', 'temu', 'tim', 'setier', 'adill', 'matchmakinnng', 'masuk', 'bahasa', 'gaul', 'hidup', 'hari', 'seruuuu']"
525,"Min game nya udah bagus cuma harus dioptimalkan lagi untuk performa nya karena saya sering mengalami delay saat bermain padahal jaringan saya bagus, terimakasih","min game nya udah bagus cuma harus dioptimalkan lagi untuk performa nya karena saya sering mengalami delay saat bermain padahal jaringan saya bagus, terimakasih",min game nya udah bagus cuma harus dioptimalkan lagi untuk performa nya karena saya sering mengalami delay saat bermain padahal jaringan saya bagus terimakasih,"['min', 'game', 'nya', 'udah', 'bagus', 'cuma', 'harus', 'dioptimalkan', 'lagi', 'untuk', 'performa', 'nya', 'karena', 'saya', 'sering', 'mengalami', 'delay', 'saat', 'bermain', 'padahal', 'jaringan', 'saya', 'bagus', 'terimakasih']",<FreqDist with 21 samples and 24 outcomes>,"['dioptimalkan', 'mengalami', 'jaringan']","['dioptimalkan', 'mengalami', 'jaringan']","['optimal', 'alami', 'jaring']"
526,Bagus tapi rada kikir ðŸ—¿,bagus tapi rada kikir ðÿ—¿,bagus tapi rada kikir,"['bagus', 'tapi', 'rada', 'kikir']",<FreqDist with 4 samples and 4 outcomes>,['kikir'],['kikir'],['kikir']
527,Bujang lah kau tim musuh dikasih win mulu anj,bujang lah kau tim musuh dikasih win mulu anj,bujang lah kau tim musuh dikasih win mulu anj,"['bujang', 'lah', 'kau', 'tim', 'musuh', 'dikasih', 'win', 'mulu', 'anj']",<FreqDist with 9 samples and 9 outcomes>,"['bujang', 'kau', 'tim', 'dikasih', 'mulu']","['bujang', 'kamu,', 'tim', 'dikasih', 'melulu,']","['bujang', 'kamu', 'tim', 'kasih', 'melulu']"
528,"Wow!, aplikasi ini sangat enak sekali dimainkan oleh para anakÂ², remaja, dll. Tapi sayangnya saat kita hapus dan kita download lagi!, pasti versinya kembali seperti yang baru pertama kali kita download!, dan kurangnya lagi skinnya kadangÂ² ada yang gratis dan ada yang enggak itu pun skinnya yang mode elite atau yang biasa aja!, jadi saya mohon untuk mengasih kami kesempatan diatas Ini!, mudahÂ² bisa berpengalaman buat yang main game Mobile Legends: Bang-Bang!.","wow!, aplikasi ini sangat enak sekali dimainkan oleh para anakâ², remaja, dll. tapi sayangnya saat kita hapus dan kita download lagi!, pasti versinya kembali seperti yang baru pertama kali kita download!, dan kurangnya lagi skinnya kadangâ² ada yang gratis dan ada yang enggak itu pun skinnya yang mode elite atau yang biasa aja!, jadi saya mohon untuk mengasih kami kesempatan diatas ini!, mudahâ² bisa berpengalaman buat yang main game mobile legends: bang-bang!.",wow aplikasi ini sangat enak sekali dimainkan oleh para anak remaja dll tapi sayangnya saat kita hapus dan kita download lagi pasti versinya kembali seperti yang baru pertama kali kita download dan kurangnya lagi skinnya kadang ada yang gratis dan ada yang enggak itu pun skinnya yang mode elite atau yang biasa aja jadi saya mohon untuk mengasih kami kesempatan diatas ini mudah bisa berpengalaman buat yang main game mobile legends bang bang,"['wow', 'aplikasi', 'ini', 'sangat', 'enak', 'sekali', 'dimainkan', 'oleh', 'para', 'anak', 'remaja', 'dll', 'tapi', 'sayangnya', 'saat', 'kita', 'hapus', 'dan', 'kita', 'download', 'lagi', 'pasti', 'versinya', 'kembali', 'seperti', 'yang', 'baru', 'pertama', 'kali', 'kita', 'download', 'dan', 'kurangnya', 'lagi', 'skinnya', 'kadang', 'ada', 'yang', 'gratis', 'dan', 'ada', 'yang', 'enggak', 'itu', 'pun', 'skinnya', 'yang', 'mode', 'elite', 'atau', 'yang', 'biasa', 'aja', 'jadi', 'saya', 'mohon', 'untuk', 'mengasih', 'kami', 'kesempatan', 'diatas', 'ini', 'mudah', 'bisa', 'berpengalaman', 'buat', 'yang', 'main', 'game', 'mobile', 'legends', 'bang', 'bang']",<FreqDist with 58 samples and 73 outcomes>,"['wow', 'aplikasi', 'enak', 'dimainkan', 'anak', 'remaja', 'sayangnya', 'hapus', 'versinya', 'kurangnya', 'gratis', 'elite', 'mengasih', 'kesempatan', 'diatas', 'mudah', 'berpengalaman', 'bang', 'bang']","['wow', 'aplikasi', 'enak', 'dimainkan', 'anak', 'remaja', 'sayangnya', 'hapus', 'versinya', 'kurangnya', 'gratis', 'elite', 'mengasih', 'kesempatan', 'diatas', 'mudah', 'berpengalaman', 'bang', 'bang']","['wow', 'aplikasi', 'enak', 'main', 'anak', 'remaja', 'sayang', 'hapus', 'versi', 'kurang', 'gratis', 'elite', 'asih', 'sempat', 'atas', 'mudah', 'alam', 'bang', 'bang']"
529,"Min, kalau misalnya ngerank minimal lawannya sepadan min dan tim nya jangan ada yang dark sistem min","min, kalau misalnya ngerank minimal lawannya sepadan min dan tim nya jangan ada yang dark sistem min",min kalau misalnya ngerank minimal lawannya sepadan min dan tim nya jangan ada yang dark sistem min,"['min', 'kalau', 'misalnya', 'ngerank', 'minimal', 'lawannya', 'sepadan', 'min', 'dan', 'tim', 'nya', 'jangan', 'ada', 'yang', 'dark', 'sistem', 'min']",<FreqDist with 15 samples and 17 outcomes>,"['ngerank', 'minimal', 'lawannya', 'tim', 'dark', 'sistem']","['ngerank', 'minimal', 'lawannya', 'tim', 'dark', 'sistim,']","['ngerank', 'minimal', 'lawan', 'tim', 'dark', 'sistim']"
530,gamenya bagus tp tolong seimbangin match makingnya,gamenya bagus tp tolong seimbangin match makingnya,gamenya bagus tp tolong seimbangin match makingnya,"['gamenya', 'bagus', 'tp', 'tolong', 'seimbangin', 'match', 'makingnya']",<FreqDist with 7 samples and 7 outcomes>,"['gamenya', 'seimbangin', 'makingnya']","['gim,', 'seimbang,', 'makingnya']","['gim', 'imbang', 'making']"
531,ini knp download data gw stuck oi,ini knp download data gw stuck oi,ini knp download data gw stuck oi,"['ini', 'knp', 'download', 'data', 'gw', 'stuck', 'oi']",<FreqDist with 7 samples and 7 outcomes>,['oi'],['oi'],['oi']
532,skibidi sigma mewing,skibidi sigma mewing,skibidi sigma mewing,"['skibidi', 'sigma', 'mewing']",<FreqDist with 3 samples and 3 outcomes>,"['skibidi', 'sigma', 'mewing']","['skibidi', 'sigma', 'mewing']","['skibidi', 'sigma', 'wing']"
533,min tolong lah ngasih tim yg bener Napa mun cape gw min mvp kalah Mulu males gw,min tolong lah ngasih tim yg bener napa mun cape gw min mvp kalah mulu males gw,min tolong lah ngasih tim yg bener napa mun cape gw min mvp kalah mulu males gw,"['min', 'tolong', 'lah', 'ngasih', 'tim', 'yg', 'bener', 'napa', 'mun', 'cape', 'gw', 'min', 'mvp', 'kalah', 'mulu', 'males', 'gw']",<FreqDist with 15 samples and 17 outcomes>,"['ngasih', 'tim', 'bener', 'napa', 'mun', 'cape', 'kalah', 'mulu', 'males']","['memberikan,', 'tim', 'benar,', 'kenapa,', 'mun', 'capek,', 'kalah', 'melulu,', 'malas,']","['beri', 'tim', 'benar', 'kenapa', 'mun', 'capek', 'kalah', 'melulu', 'malas']"
534,Game nya seru bgt di kira aku susah ternyata gampang terus harga hero nya juga murahðŸ˜€,game nya seru bgt di kira aku susah ternyata gampang terus harga hero nya juga murahðÿ˜€,game nya seru bgt di kira aku susah ternyata gampang terus harga hero nya juga murah,"['game', 'nya', 'seru', 'bgt', 'di', 'kira', 'aku', 'susah', 'ternyata', 'gampang', 'terus', 'harga', 'hero', 'nya', 'juga', 'murah']",<FreqDist with 15 samples and 16 outcomes>,"['seru', 'bgt', 'susah', 'gampang', 'harga', 'hero', 'murah']","['seru', 'banget,', 'susah', 'gampang', 'harga', 'hero', 'murah']","['seru', 'banget', 'susah', 'gampang', 'harga', 'hero', 'murah']"
535,gampangðŸ‘,gampangðÿ‘,gampang,['gampang'],<FreqDist with 1 samples and 1 outcomes>,['gampang'],['gampang'],['gampang']
536,"Aelah ngeselin banget..masa mau naik 1 bintang aja susah..di legend bukannya timnya tau diri malah gk tau diri,1 tim egois,gk mau ngalah..baru aja menang 1x malah kalahnya 6x..capek banget naikinnya..harapanku cuma pen dapat light sistem,bukan dark sistem..pliss moonton sekali aja biarin gue menang.sebentar lagi season..plis biarin gue mitic sebelum seasonðŸ™ðŸ».(Gamenya bagus+lumayan ngehibur)","aelah ngeselin banget..masa mau naik 1 bintang aja susah..di legend bukannya timnya tau diri malah gk tau diri,1 tim egois,gk mau ngalah..baru aja menang 1x malah kalahnya 6x..capek banget naikinnya..harapanku cuma pen dapat light sistem,bukan dark sistem..pliss moonton sekali aja biarin gue menang.sebentar lagi season..plis biarin gue mitic sebelum seasonðÿ™ðÿ».(gamenya bagus+lumayan ngehibur)",aelah ngeselin banget masa mau naik bintang aja susah di legend bukannya timnya tau diri malah gk tau diri tim egois gk mau ngalah baru aja menang malah kalahnya capek banget naikinnya harapanku cuma pen dapat light sistem bukan dark sistem pliss moonton sekali aja biarin gue menang sebentar lagi season plis biarin gue mitic sebelum season gamenya baguslumayan ngehibur,"['aelah', 'ngeselin', 'banget', 'masa', 'mau', 'naik', 'bintang', 'aja', 'susah', 'di', 'legend', 'bukannya', 'timnya', 'tau', 'diri', 'malah', 'gk', 'tau', 'diri', 'tim', 'egois', 'gk', 'mau', 'ngalah', 'baru', 'aja', 'menang', 'malah', 'kalahnya', 'capek', 'banget', 'naikinnya', 'harapanku', 'cuma', 'pen', 'dapat', 'light', 'sistem', 'bukan', 'dark', 'sistem', 'pliss', 'moonton', 'sekali', 'aja', 'biarin', 'gue', 'menang', 'sebentar', 'lagi', 'season', 'plis', 'biarin', 'gue', 'mitic', 'sebelum', 'season', 'gamenya', 'baguslumayan', 'ngehibur']",<FreqDist with 47 samples and 60 outcomes>,"['aelah', 'ngeselin', 'banget', 'susah', 'timnya', 'tim', 'egois', 'ngalah', 'menang', 'kalahnya', 'capek', 'banget', 'naikinnya', 'harapanku', 'pen', 'light', 'sistem', 'dark', 'sistem', 'pliss', 'biarin', 'menang', 'sebentar', 'plis', 'biarin', 'mitic', 'gamenya', 'baguslumayan', 'ngehibur']","['aelah', 'ngeselin', 'banget', 'susah', 'timnya', 'tim', 'egois', 'ngalah', 'menang', 'kalahnya', 'lelah,', 'banget', 'naikinnya', 'harapanku', 'pen', 'terang,', 'sistim,', 'dark', 'sistim,', 'pliss', 'biarin', 'menang', 'sebentar', 'tolonh,', 'biarin', 'mitic', 'gim,', 'baguslumayan', 'ngehibur']","['aelah', 'ngeselin', 'banget', 'susah', 'tim', 'tim', 'egois', 'ngalah', 'menang', 'kalah', 'lelah', 'banget', 'naikinnya', 'harap', 'pen', 'terang', 'sistim', 'dark', 'sistim', 'pliss', 'biarin', 'menang', 'sebentar', 'tolonh', 'biarin', 'mitic', 'gim', 'baguslumayan', 'ngehibur']"
537,DASAR GAME KIKIR!,dasar game kikir!,dasar game kikir,"['dasar', 'game', 'kikir']",<FreqDist with 3 samples and 3 outcomes>,"['dasar', 'kikir']","['dasar', 'kikir']","['dasar', 'kikir']"
538,Ada yang Langsugill di Untuk itu Ini siapa,ada yang langsugill di untuk itu ini siapa,ada yang langsugill di untuk itu ini siapa,"['ada', 'yang', 'langsugill', 'di', 'untuk', 'itu', 'ini', 'siapa']",<FreqDist with 8 samples and 8 outcomes>,['langsugill'],['langsugill'],['langsugill']
539,"papa moonton tolong MB nya dikecilin dikittt, kasian hp ku nanti duar duarrrðŸ˜­","papa moonton tolong mb nya dikecilin dikittt, kasian hp ku nanti duar duarrrðÿ˜­",papa moonton tolong mb nya dikecilin dikittt kasian hp ku nanti duar duarrr,"['papa', 'moonton', 'tolong', 'mb', 'nya', 'dikecilin', 'dikittt', 'kasian', 'hp', 'ku', 'nanti', 'duar', 'duarrr']",<FreqDist with 13 samples and 13 outcomes>,"['papa', 'mb', 'dikecilin', 'dikittt', 'kasian', 'duar', 'duarrr']","['apa,', 'mbak,', 'dikecilin', 'dikittt', 'kasihan,', 'duar', 'duarrr']","['apa', 'mbak', 'dikecilin', 'dikittt', 'kasihan', 'duar', 'duarrr']"
540,gamenya seru banget tapi seruan ff,gamenya seru banget tapi seruan ff,gamenya seru banget tapi seruan ff,"['gamenya', 'seru', 'banget', 'tapi', 'seruan', 'ff']",<FreqDist with 6 samples and 6 outcomes>,"['gamenya', 'seru', 'banget', 'seruan', 'ff']","['gim,', 'seru', 'banget', 'seruan', 'free fire,']","['gim', 'seru', 'banget', 'seru', 'free fire']"
541,Saya baru saja donglod apk ini jadi saya gak tau kalau ini seru jadi aku kasih 4 bintang saja,saya baru saja donglod apk ini jadi saya gak tau kalau ini seru jadi aku kasih 4 bintang saja,saya baru saja donglod apk ini jadi saya gak tau kalau ini seru jadi aku kasih bintang saja,"['saya', 'baru', 'saja', 'donglod', 'apk', 'ini', 'jadi', 'saya', 'gak', 'tau', 'kalau', 'ini', 'seru', 'jadi', 'aku', 'kasih', 'bintang', 'saja']",<FreqDist with 14 samples and 18 outcomes>,"['donglod', 'gak', 'seru']","['donglod', 'tidak,', 'seru']","['donglod', 'tidak', 'seru']"
542,"Tolong di perbaiki dong masalah jaringan,agar bisa stabil,","tolong di perbaiki dong masalah jaringan,agar bisa stabil,",tolong di perbaiki dong masalah jaringan agar bisa stabil,"['tolong', 'di', 'perbaiki', 'dong', 'masalah', 'jaringan', 'agar', 'bisa', 'stabil']",<FreqDist with 9 samples and 9 outcomes>,"['perbaiki', 'jaringan', 'stabil']","['perbaiki', 'jaringan', 'stabil']","['baik', 'jaring', 'stabil']"
543,Terima kasih karna monton memberikan saya losetreak sebanyak 20Ã— saya sangat bahagia,terima kasih karna monton memberikan saya losetreak sebanyak 20ã— saya sangat bahagia,terima kasih karna monton memberikan saya losetreak sebanyak saya sangat bahagia,"['terima', 'kasih', 'karna', 'monton', 'memberikan', 'saya', 'losetreak', 'sebanyak', 'saya', 'sangat', 'bahagia']",<FreqDist with 10 samples and 11 outcomes>,"['monton', 'bahagia']","['moonton,', 'bahagia']","['moonton', 'bahagia']"
