,rawContent,caseFolding,cleaning,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_normalized,tweet_tokens_stemmed
805,Still my fav game,still my fav game,still my fav game,"['still', 'my', 'fav', 'game']",<FreqDist with 4 samples and 4 outcomes>,"['still', 'my', 'fav']","['masih,', 'my', 'fav']","['masih', 'my', 'fav']"
806,t a t a u k e n a p a .....,t a t a u k e n a p a .....,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[]
807,Bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
808,Game nya bagus aku dari dulu main ini seru banget tapi ada susahnya juga si tapi gapapa lah yang penting aku dah banyak hero hero bagus,game nya bagus aku dari dulu main ini seru banget tapi ada susahnya juga si tapi gapapa lah yang penting aku dah banyak hero hero bagus,game nya bagus aku dari dulu main ini seru banget tapi ada susahnya juga si tapi gapapa lah yang penting aku dah banyak hero hero bagus,"['game', 'nya', 'bagus', 'aku', 'dari', 'dulu', 'main', 'ini', 'seru', 'banget', 'tapi', 'ada', 'susahnya', 'juga', 'si', 'tapi', 'gapapa', 'lah', 'yang', 'penting', 'aku', 'dah', 'banyak', 'hero', 'hero', 'bagus']",<FreqDist with 22 samples and 26 outcomes>,"['seru', 'banget', 'susahnya', 'gapapa', 'hero', 'hero']","['seru', 'banget', 'susahnya', 'tidakapa-apa,', 'hero', 'hero']","['seru', 'banget', 'susah', 'tidakapa-apa', 'hero', 'hero']"
809,Saya berubah pikiran,saya berubah pikiran,saya berubah pikiran,"['saya', 'berubah', 'pikiran']",<FreqDist with 3 samples and 3 outcomes>,"['berubah', 'pikiran']","['berubah', 'pikiran']","['ubah', 'pikir']"
810,Game bagus,game bagus,game bagus,"['game', 'bagus']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
811,Game ini bagus tapi dark syistem nya saya sudah kalah sampai 17 kali menang 3 kali di mitic kaya epic,game ini bagus tapi dark syistem nya saya sudah kalah sampai 17 kali menang 3 kali di mitic kaya epic,game ini bagus tapi dark syistem nya saya sudah kalah sampai kali menang kali di mitic kaya epic,"['game', 'ini', 'bagus', 'tapi', 'dark', 'syistem', 'nya', 'saya', 'sudah', 'kalah', 'sampai', 'kali', 'menang', 'kali', 'di', 'mitic', 'kaya', 'epic']",<FreqDist with 17 samples and 18 outcomes>,"['dark', 'syistem', 'kalah', 'menang', 'mitic', 'epic']","['dark', 'syistem', 'kalah', 'menang', 'mitic', 'epic']","['dark', 'syistem', 'kalah', 'menang', 'mitic', 'epic']"
812,Juli anti,juli anti,juli anti,"['juli', 'anti']",<FreqDist with 2 samples and 2 outcomes>,"['juli', 'anti']","['juli', 'anti']","['juli', 'anti']"
813,game nya bagus tapi banyak dark sistem nya jirr,game nya bagus tapi banyak dark sistem nya jirr,game nya bagus tapi banyak dark sistem nya jirr,"['game', 'nya', 'bagus', 'tapi', 'banyak', 'dark', 'sistem', 'nya', 'jirr']",<FreqDist with 8 samples and 9 outcomes>,"['dark', 'sistem', 'jirr']","['dark', 'sistim,', 'jirr']","['dark', 'sistim', 'jirr']"
814,Bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
815,Monton aku ngelek su Anak e pangat ngamok,monton aku ngelek su anak e pangat ngamok,monton aku ngelek su anak pangat ngamok,"['monton', 'aku', 'ngelek', 'su', 'anak', 'pangat', 'ngamok']",<FreqDist with 7 samples and 7 outcomes>,"['monton', 'su', 'anak', 'pangat', 'ngamok']","['moonton,', 'su', 'anak', 'pangat', 'ngamok']","['moonton', 'su', 'anak', 'pangat', 'ngamok']"
816,"Kemaren gw hapus soalnya gak kuat sekarang udah balik lagi udah clear semua virus nya, AKU KEMBALI NONTOON!, MANA DARK SISTEMNYA MONTOON GATAL BADAN NIH MONTOON!!","kemaren gw hapus soalnya gak kuat sekarang udah balik lagi udah clear semua virus nya, aku kembali nontoon!, mana dark sistemnya montoon gatal badan nih montoon!!",kemaren gw hapus soalnya gak kuat sekarang udah balik lagi udah clear semua virus nya aku kembali nontoon mana dark sistemnya montoon gatal badan nih montoon,"['kemaren', 'gw', 'hapus', 'soalnya', 'gak', 'kuat', 'sekarang', 'udah', 'balik', 'lagi', 'udah', 'clear', 'semua', 'virus', 'nya', 'aku', 'kembali', 'nontoon', 'mana', 'dark', 'sistemnya', 'montoon', 'gatal', 'badan', 'nih', 'montoon']",<FreqDist with 24 samples and 26 outcomes>,"['kemaren', 'hapus', 'gak', 'kuat', 'clear', 'virus', 'nontoon', 'dark', 'sistemnya', 'montoon', 'gatal', 'badan', 'nih', 'montoon']","['kemarin,', 'hapus', 'tidak,', 'kuat', 'clear', 'virus,', 'nontoon', 'dark', 'sistemnya', 'montoon', 'gatal', 'badan', 'ini,', 'montoon']","['kemarin', 'hapus', 'tidak', 'kuat', 'clear', 'virus', 'nontoon', 'dark', 'sistem', 'montoon', 'gatal', 'badan', 'ini', 'montoon']"
817,Madep pokonamahhhh well ah rame ey paswar kapeng menang kapeng eleh ah sepele pokonamah,madep pokonamahhhh well ah rame ey paswar kapeng menang kapeng eleh ah sepele pokonamah,madep pokonamahhhh well ah rame ey paswar kapeng menang kapeng eleh ah sepele pokonamah,"['madep', 'pokonamahhhh', 'well', 'ah', 'rame', 'ey', 'paswar', 'kapeng', 'menang', 'kapeng', 'eleh', 'ah', 'sepele', 'pokonamah']",<FreqDist with 12 samples and 14 outcomes>,"['madep', 'pokonamahhhh', 'well', 'ah', 'rame', 'ey', 'paswar', 'kapeng', 'menang', 'kapeng', 'eleh', 'ah', 'sepele', 'pokonamah']","['madep', 'pokonamahhhh', 'well', 'ah', 'ramai,', 'ey', 'paswar', 'kapeng', 'menang', 'kapeng', 'eleh', 'ah', 'mudah,', 'pokonamah']","['madep', 'pokonamahhhh', 'well', 'ah', 'ramai', 'ey', 'paswar', 'kapeng', 'menang', 'kapeng', 'eleh', 'ah', 'mudah', 'pokonamah']"
818,"Game ini sangat bagus, banyak fitur yang sangat berguna dan memudahkan permainan, tapi masih banyak pula kekuarangnya seperti ketidak adilanya sistem matchmaking dan unduhan yang masih berlanjut saat membuka game kembali padahal pengunduhanya sudah dijeda, hal itu membuatku tidak bisa membuka game lain","game ini sangat bagus, banyak fitur yang sangat berguna dan memudahkan permainan, tapi masih banyak pula kekuarangnya seperti ketidak adilanya sistem matchmaking dan unduhan yang masih berlanjut saat membuka game kembali padahal pengunduhanya sudah dijeda, hal itu membuatku tidak bisa membuka game lain",game ini sangat bagus banyak fitur yang sangat berguna dan memudahkan permainan tapi masih banyak pula kekuarangnya seperti ketidak adilanya sistem matchmaking dan unduhan yang masih berlanjut saat membuka game kembali padahal pengunduhanya sudah dijeda hal itu membuatku tidak bisa membuka game lain,"['game', 'ini', 'sangat', 'bagus', 'banyak', 'fitur', 'yang', 'sangat', 'berguna', 'dan', 'memudahkan', 'permainan', 'tapi', 'masih', 'banyak', 'pula', 'kekuarangnya', 'seperti', 'ketidak', 'adilanya', 'sistem', 'matchmaking', 'dan', 'unduhan', 'yang', 'masih', 'berlanjut', 'saat', 'membuka', 'game', 'kembali', 'padahal', 'pengunduhanya', 'sudah', 'dijeda', 'hal', 'itu', 'membuatku', 'tidak', 'bisa', 'membuka', 'game', 'lain']",<FreqDist with 35 samples and 43 outcomes>,"['fitur', 'berguna', 'memudahkan', 'permainan', 'kekuarangnya', 'ketidak', 'adilanya', 'sistem', 'unduhan', 'berlanjut', 'membuka', 'pengunduhanya', 'dijeda', 'membuatku', 'membuka']","['fitur', 'berguna', 'memudahkan', 'permainan', 'kekuarangnya', 'ketidak', 'adilanya', 'sistim,', 'unduhan', 'berlanjut', 'membuka', 'pengunduhanya', 'dijeda', 'membuatku', 'membuka']","['fitur', 'guna', 'mudah', 'main', 'arang', 'tidak', 'adilanya', 'sistim', 'unduh', 'lanjut', 'buka', 'pengunduhanya', 'jeda', 'buat', 'buka']"
819,Bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
820,Bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
821,Permisi tolong jangan beri tim yg jelek buat saya saya udah berkali kali kalah karena tim saya yg jelek dan musuh saya yg hebat tolong yg moontonðŸ™ðŸ™ðŸ¤’,permisi tolong jangan beri tim yg jelek buat saya saya udah berkali kali kalah karena tim saya yg jelek dan musuh saya yg hebat tolong yg moontonðÿ™ðÿ™ðÿ¤’,permisi tolong jangan beri tim yg jelek buat saya saya udah berkali kali kalah karena tim saya yg jelek dan musuh saya yg hebat tolong yg moonton,"['permisi', 'tolong', 'jangan', 'beri', 'tim', 'yg', 'jelek', 'buat', 'saya', 'saya', 'udah', 'berkali', 'kali', 'kalah', 'karena', 'tim', 'saya', 'yg', 'jelek', 'dan', 'musuh', 'saya', 'yg', 'hebat', 'tolong', 'yg', 'moonton']",<FreqDist with 18 samples and 27 outcomes>,"['permisi', 'tim', 'jelek', 'berkali', 'kalah', 'tim', 'jelek', 'hebat']","['permisi', 'tim', 'jelek', 'berkali', 'kalah', 'tim', 'jelek', 'hebat']","['permisi', 'tim', 'jelek', 'kali', 'kalah', 'tim', 'jelek', 'hebat']"
822,Wawwww bagus banget,wawwww bagus banget,wawwww bagus banget,"['wawwww', 'bagus', 'banget']",<FreqDist with 3 samples and 3 outcomes>,"['wawwww', 'banget']","['wawwww', 'banget']","['wawwww', 'banget']"
823,Kurang bagus,kurang bagus,kurang bagus,"['kurang', 'bagus']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
824,Game ini bagus aja heheh,game ini bagus aja heheh,game ini bagus aja heheh,"['game', 'ini', 'bagus', 'aja', 'heheh']",<FreqDist with 5 samples and 5 outcomes>,['heheh'],['heheh'],['heheh']
825,bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
826,Sinyal makin jelek,sinyal makin jelek,sinyal makin jelek,"['sinyal', 'makin', 'jelek']",<FreqDist with 3 samples and 3 outcomes>,['jelek'],['jelek'],['jelek']
827,game nya bagus kurangin dark sistem,game nya bagus kurangin dark sistem,game nya bagus kurangin dark sistem,"['game', 'nya', 'bagus', 'kurangin', 'dark', 'sistem']",<FreqDist with 6 samples and 6 outcomes>,"['kurangin', 'dark', 'sistem']","['kurangin', 'dark', 'sistim,']","['rangin', 'dark', 'sistim']"
828,"ButfulðŸ¥°â™¥ï¸, Ok","butfulðÿ¥°â™¥ï¸, ok",butful ok,"['butful', 'ok']",<FreqDist with 2 samples and 2 outcomes>,['butful'],['butful'],['butful']
829,Monton lain kali kalo kasi musuh yang bot lah soal nya musu ny pada pro rang ku mau turun,monton lain kali kalo kasi musuh yang bot lah soal nya musu ny pada pro rang ku mau turun,monton lain kali kalo kasi musuh yang bot lah soal nya musu ny pada pro rang ku mau turun,"['monton', 'lain', 'kali', 'kalo', 'kasi', 'musuh', 'yang', 'bot', 'lah', 'soal', 'nya', 'musu', 'ny', 'pada', 'pro', 'rang', 'ku', 'mau', 'turun']",<FreqDist with 19 samples and 19 outcomes>,"['monton', 'kalo', 'musu', 'rang']","['moonton,', 'kalau,', 'musu', 'orang,']","['moonton', 'kalau', 'musu', 'orang']"
830,Makin lama main game ini makin benci dah,makin lama main game ini makin benci dah,makin lama main game ini makin benci dah,"['makin', 'lama', 'main', 'game', 'ini', 'makin', 'benci', 'dah']",<FreqDist with 7 samples and 8 outcomes>,['benci'],['benci'],['benci']
831,Game nya udah bagus tapi tolong lh moonton revamp skin chou epic dragon boy udah jadul banget soal nya,game nya udah bagus tapi tolong lh moonton revamp skin chou epic dragon boy udah jadul banget soal nya,game nya udah bagus tapi tolong lh moonton revamp skin chou epic dragon boy udah jadul banget soal nya,"['game', 'nya', 'udah', 'bagus', 'tapi', 'tolong', 'lh', 'moonton', 'revamp', 'skin', 'chou', 'epic', 'dragon', 'boy', 'udah', 'jadul', 'banget', 'soal', 'nya']",<FreqDist with 17 samples and 19 outcomes>,"['chou', 'epic', 'dragon', 'boy', 'jadul', 'banget']","['chou', 'epic', 'dragon', 'boy', 'jamandulu,', 'banget']","['chou', 'epic', 'dragon', 'boy', 'jamandulu', 'banget']"
832,Asik game nya -_-,asik game nya -_-,asik game nya,"['asik', 'game', 'nya']",<FreqDist with 3 samples and 3 outcomes>,['asik'],"['seru,']",['seru']
833,Tolong tambahkan skin argus epic,tolong tambahkan skin argus epic,tolong tambahkan skin argus epic,"['tolong', 'tambahkan', 'skin', 'argus', 'epic']",<FreqDist with 5 samples and 5 outcomes>,"['tambahkan', 'argus', 'epic']","['tambahkan', 'argus', 'epic']","['tambah', 'argus', 'epic']"
834,Plis buff xb,plis buff xb,plis buff xb,"['plis', 'buff', 'xb']",<FreqDist with 3 samples and 3 outcomes>,"['plis', 'buff', 'xb']","['tolonh,', 'buff', 'xb']","['tolonh', 'buff', 'xb']"
835,Gem ini cukup bagus banget luar biasa bagai mana menurut kalian,gem ini cukup bagus banget luar biasa bagai mana menurut kalian,gem ini cukup bagus banget luar biasa bagai mana menurut kalian,"['gem', 'ini', 'cukup', 'bagus', 'banget', 'luar', 'biasa', 'bagai', 'mana', 'menurut', 'kalian']",<FreqDist with 11 samples and 11 outcomes>,"['gem', 'banget']","['gim,', 'banget']","['gim', 'banget']"
836,Game nya seru banget tapi moonton minta diamon dong plies,game nya seru banget tapi moonton minta diamon dong plies,game nya seru banget tapi moonton minta diamon dong plies,"['game', 'nya', 'seru', 'banget', 'tapi', 'moonton', 'minta', 'diamon', 'dong', 'plies']",<FreqDist with 10 samples and 10 outcomes>,"['seru', 'banget', 'diamon', 'plies']","['seru', 'banget', 'diamon', 'plies']","['seru', 'banget', 'diamon', 'plies']"
837,Monton gak jelas,monton gak jelas,monton gak jelas,"['monton', 'gak', 'jelas']",<FreqDist with 3 samples and 3 outcomes>,"['monton', 'gak']","['moonton,', 'tidak,']","['moonton', 'tidak']"
838,Mantap gamenya,mantap gamenya,mantap gamenya,"['mantap', 'gamenya']",<FreqDist with 2 samples and 2 outcomes>,"['mantap', 'gamenya']","['mantap', 'gim,']","['mantap', 'gim']"
839,Bagus,bagus,bagus,['bagus'],<FreqDist with 1 samples and 1 outcomes>,[],[],[]
840,Game nya bagus cuma kurang DM gratis doang sihðŸ˜™,game nya bagus cuma kurang dm gratis doang sihðÿ˜™,game nya bagus cuma kurang dm gratis doang sih,"['game', 'nya', 'bagus', 'cuma', 'kurang', 'dm', 'gratis', 'doang', 'sih']",<FreqDist with 9 samples and 9 outcomes>,"['dm', 'gratis']","['dm', 'gratis']","['dm', 'gratis']"
841,Love moonton,love moonton,love moonton,"['love', 'moonton']",<FreqDist with 2 samples and 2 outcomes>,['love'],['love'],['love']
842,"hari hari di kasih drak sistem,saber roam,zilong exp Ls lagiðŸ˜’","hari hari di kasih drak sistem,saber roam,zilong exp ls lagiðÿ˜’",hari hari di kasih drak sistem saber roam zilong exp ls lagi,"['hari', 'hari', 'di', 'kasih', 'drak', 'sistem', 'saber', 'roam', 'zilong', 'exp', 'ls', 'lagi']",<FreqDist with 11 samples and 12 outcomes>,"['drak', 'sistem', 'saber', 'roam', 'zilong', 'exp', 'ls']","['drak', 'sistim,', 'saber', 'roam', 'zilong', 'exp', 'ls']","['drak', 'sistim', 'saber', 'roam', 'zilong', 'exp', 'ls']"
843,Bgus tp ram bisa di kurangi gk,bgus tp ram bisa di kurangi gk,bgus tp ram bisa di kurangi gk,"['bgus', 'tp', 'ram', 'bisa', 'di', 'kurangi', 'gk']",<FreqDist with 7 samples and 7 outcomes>,"['bgus', 'kurangi']","['bagus,', 'kurangi']","['bagus', 'kurang']"
844,Gem nya sangat bagus,gem nya sangat bagus,gem nya sangat bagus,"['gem', 'nya', 'sangat', 'bagus']",<FreqDist with 4 samples and 4 outcomes>,['gem'],"['gim,']",['gim']
845,Karena bagus dan cantik banget karakter nya,karena bagus dan cantik banget karakter nya,karena bagus dan cantik banget karakter nya,"['karena', 'bagus', 'dan', 'cantik', 'banget', 'karakter', 'nya']",<FreqDist with 7 samples and 7 outcomes>,"['cantik', 'banget', 'karakter']","['cantik', 'banget', 'karakter']","['cantik', 'banget', 'karakter']"
846,Game nya bagus banget dari segi gamplay grafik mekanik recomende sihðŸ‘ðŸ‘ðŸ‘,game nya bagus banget dari segi gamplay grafik mekanik recomende sihðÿ‘ðÿ‘ðÿ‘,game nya bagus banget dari segi gamplay grafik mekanik recomende sih,"['game', 'nya', 'bagus', 'banget', 'dari', 'segi', 'gamplay', 'grafik', 'mekanik', 'recomende', 'sih']",<FreqDist with 11 samples and 11 outcomes>,"['banget', 'segi', 'gamplay', 'grafik', 'mekanik', 'recomende']","['banget', 'segi,', 'gamplay', 'grafik', 'mekanik', 'recomende']","['banget', 'segi', 'gamplay', 'grafik', 'mekanik', 'recomende']"
847,Karena raawwrrr,karena raawwrrr,karena raawwrrr,"['karena', 'raawwrrr']",<FreqDist with 2 samples and 2 outcomes>,['raawwrrr'],['raawwrrr'],['raawwrrr']
848,game yang sangat bagus untuk melatih kewarasan,game yang sangat bagus untuk melatih kewarasan,game yang sangat bagus untuk melatih kewarasan,"['game', 'yang', 'sangat', 'bagus', 'untuk', 'melatih', 'kewarasan']",<FreqDist with 7 samples and 7 outcomes>,"['melatih', 'kewarasan']","['melatih', 'kewarasan']","['latih', 'waras']"
849,Sahrul Gunawan,sahrul gunawan,sahrul gunawan,"['sahrul', 'gunawan']",<FreqDist with 2 samples and 2 outcomes>,"['sahrul', 'gunawan']","['sahrul', 'gunawan']","['sahrul', 'gunawan']"
850,Positip,positip,positip,['positip'],<FreqDist with 1 samples and 1 outcomes>,['positip'],['positip'],['positip']
851,Game nya seruðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Šâ¤â¤â¤ðŸ˜ŽðŸ˜ŽðŸ˜ðŸ¤©,game nya seruðÿ˜šðÿ˜šðÿ˜šðÿ˜šâ¤â¤â¤ðÿ˜žðÿ˜žðÿ˜ðÿ¤©,game nya seru,"['game', 'nya', 'seru']",<FreqDist with 3 samples and 3 outcomes>,['seru'],['seru'],['seru']
852,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",<FreqDist with 2 samples and 2 outcomes>,[],[],[]
853,Bagus kok game ya,bagus kok game ya,bagus kok game ya,"['bagus', 'kok', 'game', 'ya']",<FreqDist with 4 samples and 4 outcomes>,[],[],[]
854,"bagus sih cuman, kalau kasih lawan yg sepadan lah montoon biar enak awak main nya, biar ngk jumpa lagi sama player dark sistem","bagus sih cuman, kalau kasih lawan yg sepadan lah montoon biar enak awak main nya, biar ngk jumpa lagi sama player dark sistem",bagus sih cuman kalau kasih lawan yg sepadan lah montoon biar enak awak main nya biar ngk jumpa lagi sama player dark sistem,"['bagus', 'sih', 'cuman', 'kalau', 'kasih', 'lawan', 'yg', 'sepadan', 'lah', 'montoon', 'biar', 'enak', 'awak', 'main', 'nya', 'biar', 'ngk', 'jumpa', 'lagi', 'sama', 'player', 'dark', 'sistem']",<FreqDist with 22 samples and 23 outcomes>,"['cuman', 'lawan', 'montoon', 'enak', 'awak', 'jumpa', 'player', 'dark', 'sistem']","['Cuma,', 'musuh,', 'montoon', 'enak', 'saya,', 'jumpa', 'pengguna,', 'dark', 'sistim,']","['cuma', 'musuh', 'montoon', 'enak', 'saya', 'jumpa', 'guna', 'dark', 'sistim']"
855,Aku suka game ini,aku suka game ini,aku suka game ini,"['aku', 'suka', 'game', 'ini']",<FreqDist with 4 samples and 4 outcomes>,['suka'],['suka'],['suka']
856,Game kadang ngeselin bikin toxic tapi kalau menang seru berasa main di mpl rwrrrwr,game kadang ngeselin bikin toxic tapi kalau menang seru berasa main di mpl rwrrrwr,game kadang ngeselin bikin toxic tapi kalau menang seru berasa main di mpl rwrrrwr,"['game', 'kadang', 'ngeselin', 'bikin', 'toxic', 'tapi', 'kalau', 'menang', 'seru', 'berasa', 'main', 'di', 'mpl', 'rwrrrwr']",<FreqDist with 14 samples and 14 outcomes>,"['ngeselin', 'bikin', 'toxic', 'menang', 'seru', 'berasa', 'mpl', 'rwrrrwr']","['ngeselin', 'buat,', 'toxic', 'menang', 'seru', 'berasa', 'mpl', 'rwrrrwr']","['ngeselin', 'buat', 'toxic', 'menang', 'seru', 'asa', 'mpl', 'rwrrrwr']"
857,Capek.,capek.,capek,['capek'],<FreqDist with 1 samples and 1 outcomes>,['capek'],"['lelah,']",['lelah']
858,Ml ini game nya seru banget,ml ini game nya seru banget,ml ini game nya seru banget,"['ml', 'ini', 'game', 'nya', 'seru', 'banget']",<FreqDist with 6 samples and 6 outcomes>,"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']"
859,Wow game ini sangat seru yah,wow game ini sangat seru yah,wow game ini sangat seru yah,"['wow', 'game', 'ini', 'sangat', 'seru', 'yah']",<FreqDist with 6 samples and 6 outcomes>,"['wow', 'seru']","['wow', 'seru']","['wow', 'seru']"
860,Please moonton kasih winstrek,please moonton kasih winstrek,please moonton kasih winstrek,"['please', 'moonton', 'kasih', 'winstrek']",<FreqDist with 4 samples and 4 outcomes>,[],[],[]
861,Gamenya sangat bagus tapi moonton tolong adakan kolaborasi dengan naruto,gamenya sangat bagus tapi moonton tolong adakan kolaborasi dengan naruto,gamenya sangat bagus tapi moonton tolong adakan kolaborasi dengan naruto,"['gamenya', 'sangat', 'bagus', 'tapi', 'moonton', 'tolong', 'adakan', 'kolaborasi', 'dengan', 'naruto']",<FreqDist with 10 samples and 10 outcomes>,"['gamenya', 'adakan', 'kolaborasi', 'naruto']","['gim,', 'adakan', 'kolaborasi', 'naruto']","['gim', 'adakan', 'kolaborasi', 'naruto']"
862,Keren.,keren.,keren,['keren'],<FreqDist with 1 samples and 1 outcomes>,['keren'],['keren'],['keren']
863,The Sulu Kaurow,the sulu kaurow,the sulu kaurow,"['the', 'sulu', 'kaurow']",<FreqDist with 3 samples and 3 outcomes>,"['sulu', 'kaurow']","['sulu', 'kaurow']","['sulu', 'kaurow']"
864,WAW GAMENYA SERU BANGET MAIN AMA TEMEN 5 HARI KALAH TERUS.GAME YANG SANGGAT SERU AKU INGIN KALAH LAGI KARENA SANGAT SERU,waw gamenya seru banget main ama temen 5 hari kalah terus.game yang sanggat seru aku ingin kalah lagi karena sangat seru,waw gamenya seru banget main ama temen hari kalah terus game yang sanggat seru aku ingin kalah lagi karena sangat seru,"['waw', 'gamenya', 'seru', 'banget', 'main', 'ama', 'temen', 'hari', 'kalah', 'terus', 'game', 'yang', 'sanggat', 'seru', 'aku', 'ingin', 'kalah', 'lagi', 'karena', 'sangat', 'seru']",<FreqDist with 18 samples and 21 outcomes>,"['waw', 'gamenya', 'seru', 'banget', 'temen', 'kalah', 'sanggat', 'seru', 'kalah', 'seru']","['waw', 'gim,', 'seru', 'banget', 'teman,', 'kalah', 'sanggat', 'seru', 'kalah', 'seru']","['waw', 'gim', 'seru', 'banget', 'teman', 'kalah', 'sanggat', 'seru', 'kalah', 'seru']"
865,Seru banget dan ketagihan mabar mulu deh,seru banget dan ketagihan mabar mulu deh,seru banget dan ketagihan mabar mulu deh,"['seru', 'banget', 'dan', 'ketagihan', 'mabar', 'mulu', 'deh']",<FreqDist with 7 samples and 7 outcomes>,"['seru', 'banget', 'ketagihan', 'mulu', 'deh']","['seru', 'banget', 'ketagihan', 'melulu,', 'deh']","['seru', 'banget', 'tagih', 'melulu', 'deh']"
866,Game nya bagus sekali sangat bermanfaat untuk memperkuat diri dari segala hinaanðŸ‘,game nya bagus sekali sangat bermanfaat untuk memperkuat diri dari segala hinaanðÿ‘,game nya bagus sekali sangat bermanfaat untuk memperkuat diri dari segala hinaan,"['game', 'nya', 'bagus', 'sekali', 'sangat', 'bermanfaat', 'untuk', 'memperkuat', 'diri', 'dari', 'segala', 'hinaan']",<FreqDist with 12 samples and 12 outcomes>,"['bermanfaat', 'memperkuat', 'hinaan']","['bermanfaat', 'memperkuat', 'hinaan']","['manfaat', 'kuat', 'hina']"
867,"Ml sangat ku suka, wkwkk","ml sangat ku suka, wkwkk",ml sangat ku suka wkwkk,"['ml', 'sangat', 'ku', 'suka', 'wkwkk']",<FreqDist with 5 samples and 5 outcomes>,"['suka', 'wkwkk']","['suka', 'wkwkk']","['suka', 'wkwkk']"
868,Thanks you ðŸ’›ðŸ’›ðŸ’›ðŸ’›ðŸ’›,thanks you ðÿ’›ðÿ’›ðÿ’›ðÿ’›ðÿ’›,thanks you,"['thanks', 'you']",<FreqDist with 2 samples and 2 outcomes>,['you'],['you'],['you']
869,Sangat bagussss,sangat bagussss,sangat bagussss,"['sangat', 'bagussss']",<FreqDist with 2 samples and 2 outcomes>,['bagussss'],['bagussss'],['bagussss']
870,ðŸ¥°ðŸ¥°,ðÿ¥°ðÿ¥°,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[]
871,Anjay,anjay,anjay,['anjay'],<FreqDist with 1 samples and 1 outcomes>,['anjay'],"['anjing,']",['anjing']
872,Game terbaIk,game terbaik,game terbaik,"['game', 'terbaik']",<FreqDist with 2 samples and 2 outcomes>,['terbaik'],['terbaik'],['baik']
873,Tolong buat moonton MLBB RISING adakan lagi saya susah payah main udah tiada rugi saya udah di Ponorogo bintang e-sport kota kalok udah di rilis tolong kembalikan lagi saya sangat suka main MLBB RISING bisa ngerasain bagai mana main turnamen,tolong buat moonton mlbb rising adakan lagi saya susah payah main udah tiada rugi saya udah di ponorogo bintang e-sport kota kalok udah di rilis tolong kembalikan lagi saya sangat suka main mlbb rising bisa ngerasain bagai mana main turnamen,tolong buat moonton mlbb rising adakan lagi saya susah payah main udah tiada rugi saya udah di ponorogo bintang sport kota kalok udah di rilis tolong kembalikan lagi saya sangat suka main mlbb rising bisa ngerasain bagai mana main turnamen,"['tolong', 'buat', 'moonton', 'mlbb', 'rising', 'adakan', 'lagi', 'saya', 'susah', 'payah', 'main', 'udah', 'tiada', 'rugi', 'saya', 'udah', 'di', 'ponorogo', 'bintang', 'sport', 'kota', 'kalok', 'udah', 'di', 'rilis', 'tolong', 'kembalikan', 'lagi', 'saya', 'sangat', 'suka', 'main', 'mlbb', 'rising', 'bisa', 'ngerasain', 'bagai', 'mana', 'main', 'turnamen']",<FreqDist with 29 samples and 40 outcomes>,"['rising', 'adakan', 'susah', 'payah', 'tiada', 'rugi', 'ponorogo', 'sport', 'kota', 'kalok', 'rilis', 'kembalikan', 'suka', 'rising', 'ngerasain', 'turnamen']","['rising', 'adakan', 'susah', 'lemah,', 'tiada', 'rugi', 'ponorogo', 'sport', 'kota', 'kalai,', 'rilis', 'kembalikan', 'suka', 'rising', 'ngerasain', 'turnamen']","['rising', 'adakan', 'susah', 'lemah', 'tiada', 'rugi', 'ponorogo', 'sport', 'kota', 'kalai', 'rilis', 'kembali', 'suka', 'rising', 'ngerasain', 'turnamen']"
874,Why i always defeat? Moonton is a jokes ðŸ˜‚ðŸ˜‚ðŸ˜‚,why i always defeat? moonton is a jokes ðÿ˜‚ðÿ˜‚ðÿ˜‚,why always defeat moonton is jokes,"['why', 'always', 'defeat', 'moonton', 'is', 'jokes']",<FreqDist with 6 samples and 6 outcomes>,"['why', 'always', 'defeat', 'is', 'jokes']","['why', 'always', 'mati,', 'is', 'jokes']","['why', 'always', 'mati', 'is', 'jokes']"
